Tree,allsoil_mass_C_Mg_per_ha,subsoil_mass_C_Mg_per_ha,percent_C_subsoil,notes,average_percent_C_subsoil_alltrees,average_percent_C_subsoil_trees_with_complete_C_data
T02,83.87284203495601,38.474336308908065,0.45872222015408715,NA,0.286772339226688,0.3527692398665674
T03,93.5222437408782,31.632039927089487,0.3382301221806898,NA,0.286772339226688,0.3527692398665674
T04,65.9667074426884,7.639663299588236,0.1158108930360901,Density-adjusted carbon incalculable (bulk density data missing) for the two deepest cores. % subsoil should be artificially low.,0.286772339226688,0.3527692398665674
T05,52.4069122330801,13.70352028400181,0.2614830696961368,NA,0.286772339226688,0.3527692398665674
T06,75.70416934542241,26.696435425277983,0.35264154743535575,NA,0.286772339226688,0.3527692398665674
T07,71.58760339690477,13.869824898086115,0.19374618285776843,Density-adjusted carbon incalculable (bulk density data missing) for the deepest core. % subsoil should be artificially low.,0.286772339226688,0.3527692398665674
