Ectomycorrhiza_lineage_template,,/cantharellus,/cenococcum,/clavulina,/coltricia,/cortinarius,/densospora,/elaphomyces,/endogone3,/entoloma,/genea-humaria,/geopora,/hebeloma-alnicola,/hysterangium,/inocybe,/laccaria,/marcelleina-peziza_gerardii,/otidea,/pachyphloeus-amylascus,/paralyophyllum,/paxillus-gyrodon,/phaeohelotium,/pisolithus-scleroderma,/pseudotomentella,/pulvinula,/pustularia,/russula-lactarius,/sebacina,/sphaerosporella,/sphaerosporella (T. woolhopeia clade) or /wilcoxina (T. hybrida group),/suillus-rhizopogon,/terfezia-peziza_depressa,/tomentella-thelephora,/tuber-helvella,NA
DO_PCR_R_bc003_PCR_F_bc008_R1.fastq.gz,2.922232e-01,0.000000e+00,9.806027e-04,2.505189e-05,0.000000e+00,1.252595e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.186315e-03,0.000000e+00,5.010379e-05,0.000000e+00,0.000000e+00,1.789421e-04,0.000000e+00,0.000000e+00,2.505189e-05,0.000000e+00,1.152387e-03,0.000000e+00,4.008303e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.359960e-04,3.064920e-02,1.665235e-01,6.497387e-02,4.353697e-01
DO_PCR_R_bc003_PCR_F_bc009_R1.fastq.gz,6.600566e-02,4.369789e-06,3.488840e-02,1.153187e-02,0.000000e+00,4.413487e-04,0.000000e+00,1.485728e-04,0.000000e+00,0.000000e+00,1.514569e-02,1.529426e-04,6.117705e-05,0.000000e+00,3.389864e-01,0.000000e+00,0.000000e+00,5.436018e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.573124e-04,0.000000e+00,1.743546e-03,0.000000e+00,3.015154e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.135193e-01,3.619496e-02,1.752810e-01
DO_PCR_R_bc003_PCR_F_bc010_R1.fastq.gz,3.211878e-02,0.000000e+00,3.159452e-02,2.572723e-01,0.000000e+00,3.857100e-04,0.000000e+00,5.362493e-03,0.000000e+00,0.000000e+00,7.020297e-02,4.531156e-04,0.000000e+00,0.000000e+00,5.991612e-05,0.000000e+00,5.050929e-02,0.000000e+00,9.324446e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.310665e-04,0.000000e+00,1.726333e-03,0.000000e+00,2.594667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.606201e-03,8.269922e-02,5.364365e-02,1.498352e-01
DO_PCR_R_bc003_PCR_F_bc011_R1.fastq.gz,5.952492e-01,1.009370e-04,5.484245e-04,2.960820e-04,0.000000e+00,2.758946e-04,0.000000e+00,1.917804e-04,0.000000e+00,0.000000e+00,7.402049e-05,0.000000e+00,0.000000e+00,0.000000e+00,9.952391e-03,0.000000e+00,1.143953e-04,1.076662e-04,0.000000e+00,2.321552e-04,0.000000e+00,0.000000e+00,8.411419e-05,0.000000e+00,2.001918e-03,0.000000e+00,1.951449e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.172064e-04,8.438336e-03,3.381054e-02,3.479098e-01
DO_PCR_R_bc003_PCR_F_bc012_R1.fastq.gz,8.515524e-01,0.000000e+00,4.718032e-04,1.310564e-05,0.000000e+00,2.621129e-04,0.000000e+00,1.834790e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.179508e-04,0.000000e+00,1.336776e-03,0.000000e+00,3.800637e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.242258e-05,0.000000e+00,9.173951e-05,1.625100e-03,1.439131e-01
DO_PCR_R_bc003_PCR_F_bc013_R1.fastq.gz,6.011587e-01,6.266905e-06,8.652507e-04,5.974449e-05,0.000000e+00,7.311389e-05,0.000000e+00,3.872947e-04,0.000000e+00,0.000000e+00,3.593026e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.673879e-05,0.000000e+00,2.715659e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.762848e-05,0.000000e+00,8.899005e-05,0.000000e+00,1.232491e-04,0.000000e+00,5.222421e-05,0.000000e+00,1.508235e-04,2.130748e-05,3.325638e-04,8.142799e-04,3.957287e-01
DO_PCR_R_bc003_PCR_F_bc014_R1.fastq.gz,4.290804e-01,0.000000e+00,1.033010e-04,1.629861e-04,0.000000e+00,2.066021e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.790551e-04,0.000000e+00,0.000000e+00,3.902484e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.105046e-03,0.000000e+00,0.000000e+00,6.687021e-02,0.000000e+00,3.604059e-04,0.000000e+00,1.101878e-04,0.000000e+00,0.000000e+00,0.000000e+00,7.804968e-05,1.656260e-02,1.195308e-02,4.159589e-03,4.680295e-01
DO_PCR_R_bc003_PCR_F_bc015_R1.fastq.gz,4.315964e-01,0.000000e+00,2.826632e-03,3.777560e-05,0.000000e+00,1.285823e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.293088e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.089681e-05,2.179361e-05,0.000000e+00,1.227707e-04,0.000000e+00,0.000000e+00,6.777814e-04,5.332171e-04,0.000000e+00,4.431368e-05,0.000000e+00,2.397298e-04,2.600705e-04,9.080673e-05,0.000000e+00,0.000000e+00,1.525553e-05,9.310232e-03,0.000000e+00,1.860448e-03,2.941717e-01,2.579223e-01
DO_PCR_R_bc003_PCR_F_bc016_R1.fastq.gz,4.541938e-02,0.000000e+00,2.389397e-03,1.074187e-02,0.000000e+00,7.343395e-01,0.000000e+00,3.466560e-03,0.000000e+00,0.000000e+00,3.957532e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.248735e-05,0.000000e+00,0.000000e+00,1.190235e-05,0.000000e+00,0.000000e+00,1.785353e-05,0.000000e+00,7.607687e-02,0.000000e+00,3.868265e-04,0.000000e+00,9.651916e-02,0.000000e+00,0.000000e+00,2.975588e-06,1.142626e-03,4.522894e-04,6.465953e-03,5.028744e-04,1.804397e-02
DO_PCR_R_bc003_PCR_F_bc017_R1.fastq.gz,0.6614929786,0.0000000000,0.0110864745,0.0214338507,0.0000000000,0.0273466371,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007390983,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0073909830,0.0000000000,0.0347376201,0.0000000000,0.0192165558,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0051736881,0.0365853659,0.1747967480
DO_PCR_R_bc003_PCR_F_bc018_R1.fastq.gz,9.989014e-01,0.000000e+00,1.551416e-05,1.673896e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.510589e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.470272e-05,0.000000e+00,1.543250e-04,0.000000e+00,6.287316e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.368460e-05,7.471291e-05,6.809898e-04
DO_PCR_R_bc003_PCR_F_bc019_R1.fastq.gz,0.4793713163,0.0000000000,0.0117878193,0.0326129666,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098231827,0.0000000000,0.0000000000,0.0000000000,0.0023575639,0.0000000000,0.0090373281,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0023575639,0.0000000000,0.1724950884,0.0000000000,0.0330058939,0.0000000000,0.0007858546,0.0000000000,0.0000000000,0.0031434185,0.0388998035,0.0440078585,0.1603143418
