Decay_substrate_template,,animal_material,"animal_material,dung","animal_material,protist_material",dung,"dung,animal_material",fungal_material,"fungal_material,algal_material",leaf/fruit/seed,"leaf/fruit/seed,algal_material","leaf/fruit/seed,algal_material,fungal_material,protist_material","leaf/fruit/seed,animal_material","leaf/fruit/seed,dung","leaf/fruit/seed,roots","leaf/fruit/seed,roots,algal_material,animal_material","leaf/fruit/seed,roots,algal_material,fungal_material,animal_material","leaf/fruit/seed,roots,animal_material,sugar-rich_substrates","leaf/fruit/seed,roots,soil","leaf/fruit/seed,roots,soil,animal_material","leaf/fruit/seed,soil","leaf/fruit/seed,soil,animal_material","leaf/fruit/seed,soil,dung,animal_material","leaf/fruit/seed,soil,fungal_material","leaf/fruit/seed,wood",pollen,"pollen,animal_material","pollen,soil","roots,soil",soil,"soil,animal_material","soil,dung","soil,dung,burnt_material","soil,roots",sugar-rich_substrates,wood,"wood,animal_material","wood,fungal_material","wood,leaf/fruit/seed","wood,leaf/fruit/seed,fungal_material,animal_material","wood,leaf/fruit/seed,roots","wood,leaf/fruit/seed,roots,algal_material","wood,leaf/fruit/seed,roots,soil","wood,leaf/fruit/seed,soil","wood,leaf/fruit/seed,soil,animal_material","wood,leaf/fruit/seed,soil,dung","wood,leaf/fruit/seed,soil,dung,animal_material","wood,leaf/fruit/seed,soil,fungal_material","wood,pollen",NA
DO_PCR_R_bc002_PCR_F_bc019_R1.fastq.gz,8.517047e-01,1.009857e-03,6.887884e-04,0.000000e+00,2.963711e-04,0.000000e+00,7.409278e-05,0.000000e+00,4.662356e-03,0.000000e+00,0.000000e+00,3.622313e-04,0.000000e+00,1.646506e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.018595e-05,8.232531e-06,4.582775e-04,1.975807e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.764506e-03,5.790213e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.293012e-05,0.000000e+00,1.295251e-03,0.000000e+00,0.000000e+00,3.732081e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.134860e-05,1.179996e-04,1.701390e-04,2.744177e-06,0.000000e+00,1.308725e-01
DO_PCR_R_bc002_PCR_F_bc020_R1.fastq.gz,7.496736e-01,8.836177e-03,0.000000e+00,0.000000e+00,1.622670e-04,0.000000e+00,1.902950e-03,0.000000e+00,9.072201e-03,4.056675e-04,0.000000e+00,1.327639e-03,2.950309e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.828026e-03,2.389751e-03,2.308617e-03,5.163041e-05,5.067156e-03,1.475155e-03,5.605588e-04,0.000000e+00,0.000000e+00,3.687887e-05,0.000000e+00,6.490681e-04,4.181326e-02,0.000000e+00,0.000000e+00,0.000000e+00,6.712691e-02,5.900619e-05,1.902950e-03,0.000000e+00,0.000000e+00,2.134549e-02,8.482140e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.900619e-05,9.514748e-04,0.000000e+00,2.286490e-04,0.000000e+00,0.000000e+00,7.788817e-02
DO_PCR_R_bc002_PCR_F_bc021_R1.fastq.gz,3.035631e-02,5.205486e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.072517e-04,0.000000e+00,0.000000e+00,1.575928e-04,2.954864e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.083450e-04,3.278915e-02,9.849548e-06,5.648716e-03,0.000000e+00,0.000000e+00,5.909729e-05,0.000000e+00,0.000000e+00,7.677723e-03,8.627810e-01,0.000000e+00,0.000000e+00,9.357071e-05,0.000000e+00,0.000000e+00,2.915466e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.329689e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.924774e-05,0.000000e+00,4.875526e-04,0.000000e+00,0.000000e+00,5.072517e-02
DO_PCR_R_bc002_PCR_F_bc022_R1.fastq.gz,7.337150e-01,7.289213e-02,3.014875e-05,0.000000e+00,1.364231e-03,0.000000e+00,7.122641e-04,0.000000e+00,4.006015e-03,9.760657e-04,0.000000e+00,5.019766e-03,1.092892e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.675701e-04,4.710742e-04,9.421483e-05,1.997354e-04,1.549269e-02,1.239867e-03,7.537187e-05,0.000000e+00,0.000000e+00,1.130578e-05,0.000000e+00,1.172033e-03,8.818508e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.012229e-04,0.000000e+00,8.403963e-04,0.000000e+00,0.000000e+00,3.806279e-03,9.233054e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.977189e-04,4.281122e-03,3.286213e-03,5.012229e-04,0.000000e+00,0.000000e+00,1.388953e-01
DO_PCR_R_bc003_PCR_F_bc001_R1.fastq.gz,9.019505e-01,4.627076e-03,0.000000e+00,0.000000e+00,8.233231e-06,0.000000e+00,0.000000e+00,2.222972e-04,1.770145e-03,0.000000e+00,0.000000e+00,1.564314e-04,3.293292e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.193818e-04,0.000000e+00,1.276151e-04,6.998246e-04,5.804428e-04,9.509382e-04,1.811311e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.198948e-04,4.268107e-02,0.000000e+00,4.116615e-06,0.000000e+00,3.293292e-04,1.790728e-03,7.574572e-04,0.000000e+00,0.000000e+00,1.185585e-03,3.540289e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.716966e-04,8.233231e-05,9.056554e-05,0.000000e+00,4.060630e-02
DO_PCR_R_bc003_PCR_F_bc002_R1.fastq.gz,2.610279e-01,8.098322e-03,2.925043e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.372946e-04,3.074512e-03,1.471929e-01,0.000000e+00,0.000000e+00,3.463985e-03,1.676538e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.308989e-04,1.774551e-03,2.514807e-04,7.447697e-04,0.000000e+00,2.572841e-04,5.803400e-06,0.000000e+00,1.766813e-04,0.000000e+00,0.000000e+00,1.398619e-03,1.455989e-01,0.000000e+00,2.707609e-03,0.000000e+00,1.175253e-02,3.765762e-04,1.654227e-02,0.000000e+00,0.000000e+00,1.665640e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.030665e-05,0.000000e+00,9.864491e-03,4.262275e-03,2.598634e-04,0.000000e+00,3.348465e-01
DO_PCR_R_bc003_PCR_F_bc003_R1.fastq.gz,8.427208e-01,3.467488e-03,3.346188e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.254821e-05,0.000000e+00,6.851320e-03,0.000000e+00,2.509641e-05,6.776031e-04,2.509641e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.714921e-04,1.547612e-04,8.365471e-05,7.236132e-04,4.601009e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.630288e-03,1.601151e-02,1.673094e-05,0.000000e+00,0.000000e+00,1.756749e-04,8.783744e-04,2.329784e-03,0.000000e+00,0.000000e+00,2.267043e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.202018e-05,8.156334e-04,2.676951e-04,0.000000e+00,0.000000e+00,1.175223e-01
DO_PCR_R_bc003_PCR_F_bc004_R1.fastq.gz,5.001107e-01,1.759271e-02,0.000000e+00,0.000000e+00,4.711492e-06,0.000000e+00,4.523032e-04,5.696194e-03,1.660330e-02,1.507677e-04,0.000000e+00,3.670252e-03,1.036528e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.449976e-04,0.000000e+00,2.492379e-03,3.250929e-04,1.140181e-03,4.833991e-03,7.538387e-05,0.000000e+00,4.711492e-06,0.000000e+00,0.000000e+00,2.779780e-04,1.376651e-01,4.240343e-04,0.000000e+00,0.000000e+00,2.638435e-04,1.239122e-03,2.359515e-02,0.000000e+00,0.000000e+00,3.439389e-04,3.863423e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.240343e-05,4.617262e-04,1.168450e-03,4.711492e-06,0.000000e+00,2.806259e-01
DO_PCR_R_bc003_PCR_F_bc005_R1.fastq.gz,1.131306e-01,1.309035e-02,0.000000e+00,4.264221e-04,1.904015e-02,0.000000e+00,7.120444e-04,2.976909e-04,1.655403e-02,1.126398e-04,4.022850e-06,2.337276e-03,2.530373e-03,0.000000e+00,0.000000e+00,2.413710e-05,2.333253e-04,0.000000e+00,3.768606e-02,3.994690e-03,1.782122e-03,2.432617e-02,2.907917e-01,0.000000e+00,1.725803e-03,0.000000e+00,0.000000e+00,5.286025e-03,1.451163e-01,8.447985e-05,0.000000e+00,0.000000e+00,1.770054e-04,6.879073e-04,9.701505e-02,0.000000e+00,0.000000e+00,1.408802e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.994046e-04,2.301070e-03,1.122375e-03,0.000000e+00,0.000000e+00,2.047228e-01
DO_PCR_R_bc003_PCR_F_bc006_R1.fastq.gz,5.812172e-01,5.364190e-03,3.113146e-04,0.000000e+00,1.963677e-04,2.394728e-05,1.221311e-04,2.227097e-04,2.063776e-02,6.106556e-04,0.000000e+00,1.216522e-03,1.436837e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.759723e-04,0.000000e+00,4.310510e-05,1.463179e-03,2.394728e-06,0.000000e+00,1.915782e-05,1.436837e-05,0.000000e+00,1.487126e-03,1.130072e-02,5.986819e-05,0.000000e+00,0.000000e+00,1.460784e-04,5.795241e-04,4.669719e-03,0.000000e+00,0.000000e+00,1.663378e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.831564e-05,5.747347e-04,1.341048e-03,3.584907e-03,0.000000e+00,0.000000e+00,3.477288e-01
DO_PCR_R_bc003_PCR_F_bc007_R1.fastq.gz,3.236686e-03,2.777515e-03,5.909606e-05,0.000000e+00,2.562573e-05,0.000000e+00,2.614870e-05,0.000000e+00,1.118641e-03,1.568922e-06,0.000000e+00,7.060149e-05,3.242439e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.791561e-04,7.792312e-05,7.687718e-05,2.651478e-04,2.614870e-05,0.000000e+00,1.307435e-05,0.000000e+00,0.000000e+00,2.658800e-03,9.199060e-01,0.000000e+00,0.000000e+00,1.464327e-05,4.968253e-05,3.587602e-04,2.513413e-03,0.000000e+00,0.000000e+00,1.935004e-05,5.386632e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.359732e-05,1.600300e-04,2.301086e-05,2.489356e-04,0.000000e+00,0.000000e+00,6.579327e-02
DO_PCR_R_bc003_PCR_F_bc008_R1.fastq.gz,3.216055e-01,6.084031e-05,7.157684e-06,0.000000e+00,7.630091e-03,0.000000e+00,2.372772e-03,2.218882e-04,5.871448e-02,3.328323e-04,0.000000e+00,1.989836e-03,1.335624e-02,0.000000e+00,4.473552e-04,0.000000e+00,1.531744e-03,1.012812e-03,1.732159e-02,5.443419e-03,7.945029e-04,5.547205e-03,5.368263e-04,0.000000e+00,1.793000e-03,0.000000e+00,0.000000e+00,1.814473e-03,4.073796e-02,0.000000e+00,0.000000e+00,7.157684e-05,1.252595e-04,8.589221e-04,3.586715e-02,0.000000e+00,0.000000e+00,2.720636e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.335481e-03,1.778684e-03,1.921838e-03,1.010307e-02,6.799800e-05,2.147305e-05,4.353697e-01
DO_PCR_R_bc003_PCR_F_bc009_R1.fastq.gz,7.677064e-01,1.740487e-02,7.865620e-05,0.000000e+00,7.865620e-05,0.000000e+00,2.709269e-04,0.000000e+00,2.665571e-03,2.184895e-05,0.000000e+00,2.106238e-03,3.714321e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.354635e-04,3.102550e-03,2.490780e-04,3.932810e-05,0.000000e+00,2.281030e-03,1.747916e-05,0.000000e+00,5.462236e-04,1.616822e-04,0.000000e+00,4.369789e-03,1.376921e-02,1.747916e-05,0.000000e+00,0.000000e+00,2.315988e-04,1.511947e-03,2.123717e-03,0.000000e+00,0.000000e+00,8.608484e-04,5.331143e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.462236e-04,2.919019e-03,2.709269e-04,3.277342e-04,0.000000e+00,0.000000e+00,1.752810e-01
DO_PCR_R_bc003_PCR_F_bc010_R1.fastq.gz,8.212740e-01,1.542840e-03,0.000000e+00,0.000000e+00,2.995806e-04,6.740563e-05,6.103954e-04,0.000000e+00,8.313361e-03,0.000000e+00,0.000000e+00,5.242660e-05,3.744757e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.246854e-05,1.872379e-05,0.000000e+00,0.000000e+00,9.511684e-04,1.497903e-05,0.000000e+00,8.612942e-05,0.000000e+00,0.000000e+00,3.183044e-03,8.414470e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.205213e-04,1.419263e-03,3.744757e-04,0.000000e+00,0.000000e+00,1.804973e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.246854e-05,7.115039e-05,6.815458e-04,3.819652e-04,0.000000e+00,0.000000e+00,1.498352e-01
DO_PCR_R_bc003_PCR_F_bc011_R1.fastq.gz,8.949414e-02,5.373215e-03,0.000000e+00,0.000000e+00,4.246084e-02,0.000000e+00,3.256902e-03,1.342463e-03,8.728362e-02,3.600087e-04,0.000000e+00,7.075686e-03,4.330872e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.427519e-03,5.753411e-04,1.530542e-02,1.094494e-02,1.211244e-03,3.956732e-03,5.618828e-04,2.119678e-04,2.281177e-02,0.000000e+00,0.000000e+00,5.709671e-03,1.574046e-01,7.301112e-04,0.000000e+00,2.658009e-04,1.614993e-04,8.815167e-04,3.780092e-02,0.000000e+00,0.000000e+00,6.440792e-02,0.000000e+00,0.000000e+00,3.701025e-05,0.000000e+00,8.546002e-04,1.470316e-02,6.443147e-03,1.713574e-02,5.921639e-04,0.000000e+00,3.479098e-01
DO_PCR_R_bc003_PCR_F_bc012_R1.fastq.gz,6.251392e-03,1.113980e-02,1.179508e-04,0.000000e+00,5.373314e-04,0.000000e+00,1.310564e-04,2.096903e-04,2.188643e-03,0.000000e+00,0.000000e+00,6.552822e-05,2.359016e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.145355e-04,1.310564e-05,2.018269e-03,3.931693e-05,0.000000e+00,1.808579e-03,2.280382e-03,0.000000e+00,2.490072e-04,0.000000e+00,0.000000e+00,3.669580e-03,8.127597e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.608023e-03,1.428515e-03,5.700955e-03,0.000000e+00,0.000000e+00,2.359016e-04,6.552822e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.931693e-05,0.000000e+00,1.389198e-03,0.000000e+00,0.000000e+00,1.439131e-01
DO_PCR_R_bc003_PCR_F_bc013_R1.fastq.gz,6.263563e-03,8.144888e-03,0.000000e+00,0.000000e+00,1.443059e-03,9.400357e-05,8.531347e-04,2.151637e-04,2.443132e-02,0.000000e+00,0.000000e+00,6.584428e-04,3.133452e-04,7.186051e-05,0.000000e+00,0.000000e+00,1.278449e-04,1.255470e-03,9.350222e-04,3.684940e-04,6.016229e-05,2.621655e-03,1.832025e-03,0.000000e+00,1.065374e-04,3.342349e-06,0.000000e+00,3.758472e-03,4.747406e-01,1.675353e-04,0.000000e+00,6.642919e-05,6.464647e-02,6.479980e-04,4.482090e-03,0.000000e+00,0.000000e+00,1.732173e-03,2.989314e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.502584e-04,1.804869e-04,8.101019e-04,0.000000e+00,0.000000e+00,3.957287e-01
DO_PCR_R_bc003_PCR_F_bc014_R1.fastq.gz,1.072448e-01,8.036132e-02,2.548092e-04,1.377347e-05,5.073229e-04,0.000000e+00,6.932648e-04,6.980855e-03,1.046325e-02,0.000000e+00,0.000000e+00,1.154676e-02,6.749001e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.124834e-04,1.836463e-05,1.332354e-02,4.116891e-02,8.700243e-04,9.253478e-03,1.560994e-04,0.000000e+00,2.662871e-04,0.000000e+00,0.000000e+00,2.111932e-04,1.843878e-01,9.641431e-05,0.000000e+00,5.050273e-05,1.400303e-04,7.001515e-04,1.799275e-02,0.000000e+00,0.000000e+00,5.371654e-04,3.190854e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.783435e-03,3.192920e-02,4.912538e-03,0.000000e+00,0.000000e+00,4.680295e-01
DO_PCR_R_bc003_PCR_F_bc015_R1.fastq.gz,3.961374e-01,4.324434e-02,0.000000e+00,1.888780e-05,8.049108e-04,0.000000e+00,1.059896e-03,1.779812e-04,1.156587e-02,2.419091e-04,2.295594e-04,9.531074e-04,0.000000e+00,1.670844e-05,0.000000e+00,7.191893e-05,1.409320e-04,7.990992e-06,1.523374e-03,5.230467e-04,5.012531e-04,1.215503e-02,2.258545e-03,0.000000e+00,1.959972e-03,4.358723e-06,0.000000e+00,1.069485e-02,2.077919e-01,0.000000e+00,1.852457e-04,0.000000e+00,7.845701e-05,3.225455e-04,3.399731e-02,0.000000e+00,0.000000e+00,6.121100e-03,0.000000e+00,1.126003e-04,0.000000e+00,8.644800e-05,0.000000e+00,6.977589e-03,1.795794e-03,3.167339e-04,0.000000e+00,0.000000e+00,2.579223e-01
DO_PCR_R_bc003_PCR_F_bc016_R1.fastq.gz,9.397473e-01,6.796244e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.606818e-04,6.040444e-04,1.246771e-03,0.000000e+00,0.000000e+00,5.653618e-05,0.000000e+00,2.678029e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.898021e-04,8.034088e-05,1.520526e-03,5.980932e-04,5.951177e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.653618e-05,2.820858e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.339015e-04,8.063844e-04,5.832153e-04,0.000000e+00,0.000000e+00,4.284847e-04,2.410227e-04,0.000000e+00,0.000000e+00,0.000000e+00,6.546294e-05,9.819441e-05,5.653618e-05,3.570706e-05,8.926765e-06,0.000000e+00,1.804397e-02
DO_PCR_R_bc003_PCR_F_bc017_R1.fastq.gz,0.168514412,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.017738359,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.052106430,0.002586844,0.000000000,0.000000000,0.000000000,0.000000000,0.001108647,0.351441242,0.000000000,0.000000000,0.000000000,0.018107908,0.086474501,0.127124908,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.174796748
DO_PCR_R_bc003_PCR_F_bc018_R1.fastq.gz,4.303137e-04,8.165345e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.981370e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.266138e-06,0.000000e+00,3.540253e-01,8.573612e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.899207e-06,8.638935e-04,0.000000e+00,0.000000e+00,0.000000e+00,6.042355e-05,6.438309e-01,1.183975e-05,0.000000e+00,0.000000e+00,1.633069e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.809898e-04
DO_PCR_R_bc003_PCR_F_bc019_R1.fastq.gz,0.3669941061,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0055009823,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0322200393,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0051080550,0.3359528487,0.0000000000,0.0000000000,0.0000000000,0.0141453831,0.0734774067,0.0027504912,0.0000000000,0.0000000000,0.0031434185,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003929273,0.0000000000,0.1603143418
