Comment_on_lifestyle_template,,CHEGD_symbiotrophs,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",animal_parasite_some_species_mycoparasite_some_species,animal_pathogen_one_species,attine_ants-associated_some_Neotropical_species,dung_saprotroph_P._coprophila,dung_saprotroph_some_species,ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species,ectomycorrhizal_1%_of_species;_Orchid_Mycorrhizal_most_species,ectomycorrhizal_1%_species/ericoid_mycorrhizal_many_species/orchid_mycorrhizal,ectomycorrhizal_1-2_species_in_E.pisiformis_complex,ectomycorrhizal_C._finlandica,"ectomycorrhizal_H._Bicolor,_H._Finlandica,_ericoid_mycorrhizal_H._Variabilis,_plant_pathogen_some_species",ectomycorrhizal_many_species,ectomycorrhizal_many_species_in_several_lineages,ericoid_mycorrhizal_O._maius,extremophile,extremophile_cryophile,extremophile_thermophile,extremophile_xerophile_and_heat_resistant,fish_parasite_B._oncorhynchi,foliar_endophyte_C._asteris,hypervariable,"hypervariable,_parasite_on_algae,mycoparasite,saprobic_on_a_variety_of_plant_and_animal_derived_materials_including_keratin,chitin,cellulose,and_pollen","hypervariable,_parasite_on_algae,protists,and_plants;_Saprobic_on_plant_and_animal_matter","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","hypervariable,_saprotroph_and_epiphyte","hypervariable,_saprotroph_animal_pathogen_endophyte",hyperviariable,"hyperviariable,_thermophile,_some_species_animal_parasite_some_species_various_saprotrophs",invertebrate-associated_some_species,lichen_parasite_one_species,lichen_parasite_some_species,lichenized_some_species,litter_saprotroph_many_species,litter_saprotroph_or_dung_saprotroph_some_species,litter_saprotroph_some_species,moss-associated_many_species,mycoparasite_and_litter_saprotroph_some_species,mycoparasite_one_species,mycoparasite_some_species,"mycoparasite_some_species,animal_pathogen_some_species",plant_pathogen_weak,"rock-inhabiting_some_species,animal_parasite_some_species",saprotroph_some_species,saprotroph_unspecified_some_species,sediments_marine,soil_saprotroph_ca_25%_of_species,soil_saprotroph_some_species,toxin-producing,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",wood_pathogen_some_species,wood_saprotroph_many_species,wood_saprotroph_some_species,NA
DO_PCR_R_bc002_PCR_F_bc006_R1.fastq.gz,6.243932e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.991366e-04,0.000000e+00,0.000000e+00,2.719423e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.359712e-04,1.074172e-03,0.000000e+00,4.079135e-05,0.000000e+00,8.035896e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.158270e-05,6.309062e-03,0.000000e+00,0.000000e+00,1.087769e-04,0.000000e+00,4.079135e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.175539e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.517982e-05,1.332518e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.124890e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.506833e-01
DO_PCR_R_bc002_PCR_F_bc009_R1.fastq.gz,7.826635e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.979344e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.203944e-04,0.000000e+00,0.000000e+00,2.540658e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.092563e-02,0.000000e+00,0.000000e+00,5.809842e-03,0.000000e+00,2.754931e-05,3.520189e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.346481e-05,1.294817e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.510048e-04,0.000000e+00,0.000000e+00,4.407889e-04,0.000000e+00,0.000000e+00,6.489392e-04,0.000000e+00,0.000000e+00,1.804480e-02,2.877372e-04,0.000000e+00,0.000000e+00,1.532109e-01
DO_PCR_R_bc002_PCR_F_bc010_R1.fastq.gz,4.806869e-01,8.096787e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.369748e-01,0.000000e+00,0.000000e+00,3.398370e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.492379e-04,3.375562e-04,0.000000e+00,0.000000e+00,8.416097e-04,0.000000e+00,0.000000e+00,3.202222e-03,0.000000e+00,0.000000e+00,3.706276e-04,0.000000e+00,2.132534e-03,0.000000e+00,0.000000e+00,1.139252e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.331211e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.271538e-03,0.000000e+00,1.894078e-02,0.000000e+00,0.000000e+00,7.872130e-03,5.007464e-03,8.182317e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.046217e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.970768e-01
DO_PCR_R_bc002_PCR_F_bc011_R1.fastq.gz,2.511272e-01,0.000000e+00,0.000000e+00,3.180255e-04,2.377761e-05,8.024943e-05,0.000000e+00,0.000000e+00,5.052742e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.486101e-05,0.000000e+00,1.071776e-02,0.000000e+00,0.000000e+00,3.536919e-03,0.000000e+00,0.000000e+00,1.826418e-02,0.000000e+00,0.000000e+00,1.962247e-02,0.000000e+00,7.478058e-03,6.657730e-04,0.000000e+00,0.000000e+00,6.122734e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.764147e-04,1.069992e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.647182e-05,1.753599e-04,0.000000e+00,2.377761e-05,5.528294e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.800613e-01,0.000000e+00,1.188880e-05,0.000000e+00,3.062229e-01
DO_PCR_R_bc002_PCR_F_bc012_R1.fastq.gz,5.594497e-01,0.000000e+00,2.430560e-04,0.000000e+00,0.000000e+00,2.004585e-05,0.000000e+00,0.000000e+00,2.104815e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.031936e-03,0.000000e+00,0.000000e+00,4.743350e-03,9.815202e-02,0.000000e+00,0.000000e+00,6.013756e-05,0.000000e+00,0.000000e+00,2.013105e-02,0.000000e+00,2.480675e-04,1.974517e-03,1.503439e-05,1.052658e-02,5.738126e-04,4.936292e-04,4.009171e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.483393e-03,0.000000e+00,5.011464e-06,0.000000e+00,5.011464e-05,0.000000e+00,2.981821e-04,1.841713e-03,0.000000e+00,8.945463e-04,1.002293e-04,2.756305e-05,6.289387e-04,9.872584e-04,0.000000e+00,0.000000e+00,1.382462e-01,0.000000e+00,6.765476e-05,2.255159e-05,1.554331e-01
DO_PCR_R_bc002_PCR_F_bc013_R1.fastq.gz,7.855465e-01,0.000000e+00,0.000000e+00,2.224799e-05,0.000000e+00,5.647566e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.647566e-05,5.476428e-05,0.000000e+00,0.000000e+00,2.947003e-03,3.696589e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.818705e-04,0.000000e+00,0.000000e+00,1.540245e-05,0.000000e+00,6.212323e-04,0.000000e+00,1.069615e-04,7.872365e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.256459e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.027990e-04,0.000000e+00,1.189155e-02,0.000000e+00,0.000000e+00,1.069615e-04,3.251629e-05,3.508337e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.699708e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.923176e-01
DO_PCR_R_bc002_PCR_F_bc014_R1.fastq.gz,5.678856e-01,9.392210e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.545216e-05,0.000000e+00,0.000000e+00,8.317824e-05,3.916309e-04,1.102112e-03,8.976318e-04,0.000000e+00,5.094667e-04,5.545216e-05,2.145305e-03,1.039728e-04,9.568963e-02,3.465760e-06,0.000000e+00,0.000000e+00,2.079456e-05,0.000000e+00,8.151121e-02,1.732880e-04,5.891792e-05,1.280945e-02,5.891792e-05,0.000000e+00,9.981389e-03,1.039728e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.791798e-03,0.000000e+00,1.333971e-02,3.720840e-02,0.000000e+00,0.000000e+00,4.852064e-05,1.039728e-05,2.949362e-03,4.228227e-04,0.000000e+00,3.049869e-04,4.852064e-05,0.000000e+00,8.664400e-04,0.000000e+00,0.000000e+00,3.004814e-03,3.257814e-04,4.834735e-03,1.524934e-04,1.602048e-01
DO_PCR_R_bc002_PCR_F_bc015_R1.fastq.gz,5.259201e-01,4.732302e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.979436e-04,0.000000e+00,0.000000e+00,4.086988e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.528663e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.355159e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.033212e-03,0.000000e+00,0.000000e+00,1.322894e-03,0.000000e+00,6.453139e-05,0.000000e+00,0.000000e+00,5.700273e-04,0.000000e+00,0.000000e+00,0.000000e+00,6.668244e-04,0.000000e+00,8.787025e-03,0.000000e+00,1.398180e-03,0.000000e+00,1.075523e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.368775e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.151046e-04,0.000000e+00,2.035965e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.901568e-01
DO_PCR_R_bc002_PCR_F_bc016_R1.fastq.gz,8.386551e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.017865e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.590776e-02,3.781743e-04,0.000000e+00,4.628401e-04,1.072434e-04,0.000000e+00,0.000000e+00,1.501408e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.128878e-05,0.000000e+00,4.684845e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.330191e-04,0.000000e+00,6.773270e-05,0.000000e+00,3.273747e-04,0.000000e+00,1.015991e-04,1.128878e-05,0.000000e+00,1.128878e-04,3.104416e-04,1.298210e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.301783e-02,0.000000e+00,4.972709e-03,0.000000e+00,9.810518e-02
DO_PCR_R_bc002_PCR_F_bc017_R1.fastq.gz,0.584719335,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002079002,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.041060291,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007796258,0.000000000,0.000000000,0.005717256,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.023388773,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.125779626,0.000000000,0.000000000,0.000000000,0.209459459
DO_PCR_R_bc002_PCR_F_bc018_R1.fastq.gz,4.213333e-01,3.544282e-05,0.000000e+00,7.388464e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.590052e-04,5.398214e-03,0.000000e+00,4.610293e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.881196e-04,1.134715e-02,0.000000e+00,1.526768e-04,8.179112e-05,0.000000e+00,0.000000e+00,4.100461e-02,0.000000e+00,0.000000e+00,2.912582e-02,0.000000e+00,3.489754e-04,1.442250e-03,0.000000e+00,8.179112e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.506113e-03,1.018572e-02,8.179112e-06,3.053535e-04,0.000000e+00,5.998015e-05,1.483146e-03,0.000000e+00,3.353436e-04,1.638549e-03,0.000000e+00,0.000000e+00,3.217117e-04,0.000000e+00,8.179112e-06,1.520388e-01,0.000000e+00,2.726371e-06,4.362193e-04,3.135953e-01
DO_PCR_R_bc002_PCR_F_bc019_R1.fastq.gz,8.614136e-01,0.000000e+00,0.000000e+00,3.841848e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.232531e-05,0.000000e+00,1.289763e-04,2.505433e-03,3.293012e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.347896e-04,0.000000e+00,0.000000e+00,3.018595e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.582775e-04,1.509297e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.289763e-04,4.116265e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.177252e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.448816e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.959342e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.308725e-01
DO_PCR_R_bc002_PCR_F_bc020_R1.fastq.gz,8.734022e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.375774e-05,2.389751e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.138974e-04,0.000000e+00,0.000000e+00,1.770186e-04,1.749533e-02,1.015644e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.283385e-03,0.000000e+00,0.000000e+00,2.308617e-03,5.900619e-05,1.327639e-03,3.828026e-03,5.030278e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.113351e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.482140e-04,0.000000e+00,0.000000e+00,1.106366e-04,0.000000e+00,0.000000e+00,9.957294e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.600543e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.788817e-02
DO_PCR_R_bc002_PCR_F_bc021_R1.fastq.gz,9.359238e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.432297e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.924774e-05,0.000000e+00,2.117653e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.727783e-04,0.000000e+00,0.000000e+00,1.083450e-04,0.000000e+00,5.648716e-03,0.000000e+00,9.849548e-06,1.477432e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.595085e-04,0.000000e+00,0.000000e+00,1.329689e-04,0.000000e+00,1.378937e-04,0.000000e+00,0.000000e+00,0.000000e+00,7.288666e-04,0.000000e+00,0.000000e+00,3.595085e-04,0.000000e+00,0.000000e+00,5.072517e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.072517e-02
DO_PCR_R_bc002_PCR_F_bc022_R1.fastq.gz,8.265015e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.652890e-05,0.000000e+00,0.000000e+00,4.710742e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.092892e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.822676e-03,5.125287e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.737122e-03,0.000000e+00,0.000000e+00,9.421483e-05,2.977189e-04,4.899171e-04,2.675701e-04,1.549269e-02,1.808925e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.751073e-04,0.000000e+00,1.055206e-04,0.000000e+00,9.233054e-04,0.000000e+00,5.276031e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.165618e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.784990e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.388953e-01
DO_PCR_R_bc003_PCR_F_bc001_R1.fastq.gz,9.186886e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.281280e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.804428e-04,2.803827e-02,5.392766e-04,0.000000e+00,0.000000e+00,5.763262e-05,0.000000e+00,0.000000e+00,1.486098e-03,0.000000e+00,0.000000e+00,1.276151e-04,0.000000e+00,0.000000e+00,1.193818e-04,5.804428e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.879877e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.540289e-04,0.000000e+00,7.409908e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.313200e-03,4.939939e-05,0.000000e+00,0.000000e+00,6.174923e-05,0.000000e+00,5.491565e-03,0.000000e+00,4.157782e-04,0.000000e+00,4.060630e-02
DO_PCR_R_bc003_PCR_F_bc002_R1.fastq.gz,3.279276e-01,3.611005e-05,0.000000e+00,0.000000e+00,0.000000e+00,6.739682e-03,0.000000e+00,0.000000e+00,1.774551e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.157456e-03,1.051060e-03,0.000000e+00,0.000000e+00,8.666411e-04,0.000000e+00,0.000000e+00,1.131856e-02,0.000000e+00,0.000000e+00,1.470195e-04,0.000000e+00,1.270300e-04,1.308989e-04,0.000000e+00,3.048720e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.438311e-03,0.000000e+00,1.869984e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.418609e-03,6.499808e-04,0.000000e+00,4.453787e-03,1.755354e-01,3.006161e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.213072e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.348465e-01
DO_PCR_R_bc003_PCR_F_bc003_R1.fastq.gz,8.639440e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.170840e-03,0.000000e+00,1.673094e-05,1.004693e-02,3.095224e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.702373e-03,0.000000e+00,2.509641e-05,1.714921e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.365471e-05,1.505785e-04,0.000000e+00,0.000000e+00,0.000000e+00,6.692377e-05,6.692377e-05,2.509641e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.262534e-04,2.258677e-04,0.000000e+00,6.566894e-04,4.642836e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.024444e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.175223e-01
DO_PCR_R_bc003_PCR_F_bc004_R1.fastq.gz,5.555508e-01,0.000000e+00,0.000000e+00,4.240343e-05,0.000000e+00,1.084114e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.342775e-03,4.739761e-02,1.413448e-03,0.000000e+00,4.240343e-04,1.177873e-04,0.000000e+00,0.000000e+00,4.197939e-03,0.000000e+00,0.000000e+00,1.573638e-03,0.000000e+00,2.530071e-03,2.449976e-04,1.083643e-03,7.302812e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.261516e-04,0.000000e+00,2.068345e-03,0.000000e+00,3.863423e-04,0.000000e+00,7.491272e-04,1.272103e-04,0.000000e+00,2.402861e-04,9.093179e-04,3.255641e-03,0.000000e+00,1.413448e-04,0.000000e+00,0.000000e+00,6.954633e-02,0.000000e+00,1.423342e-02,0.000000e+00,2.806259e-01
DO_PCR_R_bc003_PCR_F_bc005_R1.fastq.gz,2.851034e-01,1.206855e-05,0.000000e+00,5.994046e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.620565e-05,0.000000e+00,0.000000e+00,2.562555e-03,0.000000e+00,0.000000e+00,5.229705e-05,0.000000e+00,8.689356e-04,5.390619e-04,7.036367e-02,0.000000e+00,0.000000e+00,5.631990e-05,0.000000e+00,0.000000e+00,3.262491e-01,2.413710e-05,4.022850e-06,3.722745e-02,0.000000e+00,1.930968e-04,2.333253e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.045700e-06,1.729825e-04,0.000000e+00,2.478075e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.229705e-05,2.445893e-03,0.000000e+00,0.000000e+00,6.476788e-04,5.229705e-05,0.000000e+00,1.291335e-03,5.390619e-04,0.000000e+00,6.293346e-02,0.000000e+00,5.310162e-04,0.000000e+00,2.047228e-01
DO_PCR_R_bc003_PCR_F_bc006_R1.fastq.gz,6.218773e-01,0.000000e+00,0.000000e+00,8.860493e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.155255e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.655954e-02,0.000000e+00,8.142074e-05,2.777884e-04,1.867888e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.115541e-03,0.000000e+00,0.000000e+00,3.759723e-04,0.000000e+00,1.341048e-04,0.000000e+00,4.310510e-05,3.141883e-03,0.000000e+00,4.789456e-06,0.000000e+00,6.944711e-05,0.000000e+00,1.436837e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.855512e-04,1.029733e-04,0.000000e+00,9.818384e-05,6.298134e-04,2.203150e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.842140e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.477288e-01
DO_PCR_R_bc003_PCR_F_bc007_R1.fastq.gz,9.294916e-01,0.000000e+00,0.000000e+00,1.568922e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.798662e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.035488e-04,7.740015e-05,8.472179e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.321636e-06,5.669038e-04,0.000000e+00,0.000000e+00,3.540534e-04,0.000000e+00,0.000000e+00,0.000000e+00,7.217041e-05,2.144193e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.752714e-06,2.405680e-05,4.026900e-05,0.000000e+00,5.386632e-05,0.000000e+00,4.131494e-05,2.248788e-05,0.000000e+00,1.045948e-06,3.038479e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.771239e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.579327e-02
DO_PCR_R_bc003_PCR_F_bc008_R1.fastq.gz,4.745473e-01,1.574690e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.012812e-03,0.000000e+00,1.717844e-04,0.000000e+00,0.000000e+00,2.086465e-03,0.000000e+00,2.540978e-04,0.000000e+00,1.038222e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.805526e-02,0.000000e+00,0.000000e+00,1.732159e-02,0.000000e+00,7.873452e-05,1.531744e-03,3.578842e-05,4.223033e-04,0.000000e+00,5.726147e-05,0.000000e+00,0.000000e+00,1.431537e-05,1.335624e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.515568e-05,1.789421e-03,0.000000e+00,0.000000e+00,1.152387e-03,0.000000e+00,0.000000e+00,1.789421e-04,0.000000e+00,0.000000e+00,2.194546e-02,0.000000e+00,0.000000e+00,3.578842e-06,4.353697e-01
DO_PCR_R_bc003_PCR_F_bc009_R1.fastq.gz,8.111115e-01,2.621873e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.102550e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.369789e-06,0.000000e+00,6.161403e-04,1.643041e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.621873e-03,0.000000e+00,0.000000e+00,2.490780e-04,0.000000e+00,1.223541e-04,1.354635e-04,0.000000e+00,1.529426e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.315988e-04,2.796665e-04,2.097499e-04,0.000000e+00,5.331143e-04,0.000000e+00,5.243747e-05,6.554684e-05,0.000000e+00,0.000000e+00,1.743546e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.817832e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.752810e-01
DO_PCR_R_bc003_PCR_F_bc010_R1.fastq.gz,8.368297e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.707310e-04,0.000000e+00,0.000000e+00,2.246854e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.760036e-04,0.000000e+00,1.048532e-04,2.441582e-03,6.029059e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.827442e-03,0.000000e+00,0.000000e+00,1.872379e-05,2.246854e-05,2.022169e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.497903e-04,0.000000e+00,3.744757e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.313811e-03,0.000000e+00,0.000000e+00,1.572798e-04,1.726333e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.610246e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.498352e-01
DO_PCR_R_bc003_PCR_F_bc011_R1.fastq.gz,4.456538e-01,1.897616e-03,0.000000e+00,0.000000e+00,1.682284e-05,0.000000e+00,1.271807e-03,6.056222e-05,5.753411e-04,0.000000e+00,6.056222e-04,0.000000e+00,2.018741e-05,2.691654e-04,1.009370e-04,7.738506e-05,6.729135e-06,2.970913e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.739431e-02,0.000000e+00,0.000000e+00,1.485120e-02,0.000000e+00,0.000000e+00,9.427519e-03,8.074963e-05,1.180963e-03,4.373938e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.028111e-04,1.950440e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.119678e-04,1.480410e-03,6.244638e-03,0.000000e+00,2.001918e-03,0.000000e+00,0.000000e+00,2.321552e-04,1.312181e-04,1.345827e-05,1.154585e-01,0.000000e+00,3.364568e-06,0.000000e+00,3.479098e-01
DO_PCR_R_bc003_PCR_F_bc012_R1.fastq.gz,8.332045e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.310564e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.834790e-04,7.706119e-03,9.042895e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.399526e-03,0.000000e+00,0.000000e+00,2.018269e-03,0.000000e+00,0.000000e+00,3.145355e-04,0.000000e+00,7.863387e-05,0.000000e+00,0.000000e+00,0.000000e+00,7.863387e-05,0.000000e+00,0.000000e+00,0.000000e+00,6.552822e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.336776e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.193806e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.439131e-01
